State; FIPS; County; pop; landAreakm2; waterAreakm2; totalAreakm2; lat; long
SD;46127;Union;14,399;1,192.798;17.060;1,209.858;+42.831106°;–96.650829°
SD;46129;Walworth;5,438;1,835.343;93.215;1,928.558;+45.427605°;–100.027856°
SD;46135;Yankton;22,438;1,349.807;28.629;1,378.437;+43.006607°;–97.388339°
SD;46137;Ziebach;2,801;5,079.670;24.212;5,103.883;+44.981666°;–101.669225°
TN;47001;Anderson;75,129;873.245;19.772;893.017;+36.116731°;–84.195418°
TN;47003;Bedford;45,058;1,226.710;2.983;1,229.693;+35.513660°;–86.458294°
TN;47005;Benton;16,489;1,020.823;109.009;1,129.832;+36.069253°;–88.071212°
TN;47007;Bledsoe;12,876;1,052.636;0.838;1,053.474;+35.593668°;–85.205979°
TN;47009;Blount;123,010;1,447.042;20.308;1,467.350;+35.688185°;–83.922973°
TN;47011;Bradley;98,963;851.489;6.959;858.448;+35.153914°;–84.859414°
TN;47013;Campbell;40,716;1,243.690;46.503;1,290.193;+36.401592°;–84.159250°
TN;47015;Cannon;13,801;687.992;0.157;688.149;+35.808394°;–86.062404°
TN;47017;Carroll;28,522;1,552.056;2.144;1,554.200;+35.967896°;–88.451659°
TN;47019;Carter;57,424;883.711;16.657;900.368;+36.284744°;–82.126593°
TN;47021;Cheatham;39,105;783.308;11.964;795.272;+36.255180°;–87.100816°
TN;47023;Chester;17,131;740.052;0.576;740.628;+35.416639°;–88.605505°
TN;47025;Claiborne;32,213;1,125.556;18.116;1,143.672;+36.501557°;–83.660724°
TN;47027;Clay;7,861;612.627;59.071;671.698;+36.545765°;–85.545718°
TN;47029;Cocke;35,662;1,125.519;22.197;1,147.716;+35.916198°;–83.119223°
TN;47031;Coffee;52,796;1,110.993;14.496;1,125.490;+35.488759°;–86.078219°
TN;47033;Crockett;14,586;687.731;0.529;688.261;+35.811312°;–89.135349°
TN;47035;Cumberland;56,053;1,763.848;9.826;1,773.674;+35.952398°;–84.994761°
TN;47037;Davidson;626,681;1,305.439;56.749;1,362.188;+36.169129°;–86.784790°
TN;47039;Decatur;11,757;864.654;28.589;893.243;+35.603422°;–88.107384°
TN;47041;DeKalb;18,723;788.254;63.816;852.070;+35.982220°;–85.833596°
TN;47043;Dickson;49,666;1,268.824;3.689;1,272.513;+36.145533°;–87.364155°
TN;47045;Dyer;38,335;1,326.920;36.781;1,363.701;+36.054196°;–89.398306°
TN;47047;Fayette;38,413;1,825.387;3.762;1,829.149;+35.196993°;–89.413803°
TN;47049;Fentress;17,959;1,291.399;0.829;1,292.228;+36.376079°;–84.932703°
TN;47051;Franklin;41,052;1,436.257;54.890;1,491.148;+35.155926°;–86.099203°
TN;47053;Gibson;49,683;1,561.095;2.353;1,563.448;+35.991694°;–88.933776°
TN;47055;Giles;29,485;1,582.293;0.643;1,582.935;+35.202723°;–87.035319°
TN;47057;Grainger;22,657;726.752;56.615;783.367;+36.277463°;–83.509493°
TN;47059;Greene;68,831;1,611.400;5.057;1,616.456;+36.178998°;–82.847746°
TN;47061;Grundy;13,703;933.779;1.522;935.301;+35.387273°;–85.722188°
TN;47063;Hamblen;62,544;417.451;37.878;455.329;+36.218397°;–83.266071°
TN;47065;Hamilton;336,463;1,404.890;86.632;1,491.522;+35.159186°;–85.202296°
TN;47067;Hancock;6,819;575.858;2.984;578.842;+36.521420°;–83.227453°
TN;47069;Hardeman;27,253;1,729.510;6.768;1,736.279;+35.218131°;–88.989037°
TN;47071;Hardin;26,026;1,495.247;49.149;1,544.396;+35.201893°;–88.185696°
TN;47073;Hawkins;56,833;1,261.259;32.692;1,293.951;+36.452206°;–82.931386°
TN;47075;Haywood;18,787;1,380.753;2.457;1,383.210;+35.586690°;–89.282536°
TN;47077;Henderson;27,769;1,346.983;15.049;1,362.032;+35.653995°;–88.387674°
TN;47079;Henry;32,330;1,455.823;81.118;1,536.941;+36.325398°;–88.300384°
TN;47081;Hickman;24,690;1,586.365;0.333;1,586.698;+35.802396°;–87.467114°
TN;47083;Houston;8,426;518.740;17.322;536.062;+36.285777°;–87.705605°
TN;47085;Humphreys;18,538;1,375.232;66.621;1,441.853;+36.040440°;–87.790625°
TN;47087;Jackson;11,638;798.546;29.020;827.565;+36.354242°;–85.674182°
TN;47089;Jefferson;51,407;709.859;104.187;814.045;+36.048479°;–83.440966°
TN;47091;Johnson;18,244;773.046;11.002;784.048;+36.453204°;–81.861237°
TN;47093;Knox;432,226;1,316.271;45.715;1,361.986;+35.992727°;–83.937721°
TN;47095;Lake;7,832;429.379;72.802;502.181;+36.333905°;–89.485537°
TN;47097;Lauderdale;27,815;1,222.454;92.174;1,314.628;+35.762951°;–89.627732°
TN;47099;Lawrence;41,869;1,598.355;2.230;1,600.585;+35.220476°;–87.396546°
TN;47101;Lewis;12,161;730.608;1.032;731.640;+35.523244°;–87.496983°
TN;47103;Lincoln;33,361;1,477.170;0.990;1,478.160;+35.142532°;–86.593388°
TN;47105;Loudon;48,556;593.665;47.020;640.685;+35.737450°;–84.316204°
TN;47107;McMinn;52,266;1,114.018;5.331;1,119.350;+35.424471°;–84.619963°
TN;47109;McNairy;26,075;1,457.802;1.948;1,459.750;+35.175626°;–88.564671°
TN;47111;Macon;22,248;795.498;0.247;795.745;+36.537838°;–86.001231°
TN;47113;Madison;98,294;1,442.927;3.909;1,446.835;+35.606056°;–88.833424°
TN;47115;Marion;28,237;1,290.227;36.502;1,326.729;+35.133422°;–85.618399°
TN;47117;Marshall;30,617;972.437;1.802;974.239;+35.468387°;–86.765886°
TN;47119;Maury;80,956;1,588.021;6.319;1,594.340;+35.615696°;–87.077763°
TN;47121;Meigs;11,753;505.363;56.013;561.376;+35.503397°;–84.823888°
TN;47123;Monroe;44,519;1,646.105;44.013;1,690.118;+35.447666°;–84.249786°
TN;47125;Montgomery;172,331;1,396.462;12.051;1,408.512;+36.500354°;–87.380887°
TN;47127;Moore;6,362;334.685;3.093;337.778;+35.288889°;–86.358684°
TN;47129;Morgan;21,987;1,352.440;0.810;1,353.250;+36.138697°;–84.639262°
TN;47131;Obion;31,807;1,410.839;27.916;1,438.756;+36.358175°;–89.150175°
TN;47133;Overton;22,083;1,122.715;3.500;1,126.215;+36.344850°;–85.283076°
TN;47135;Perry;7,915;1,074.148;21.084;1,095.233;+35.659785°;–87.877027°
TN;47137;Pickett;5,077;422.113;29.823;451.936;+36.559364°;–85.075741°
TN;47139;Polk;16,825;1,125.806;19.834;1,145.641;+35.109437°;–84.541112°
TN;47141;Putnam;72,321;1,038.853;3.784;1,042.637;+36.140807°;–85.496928°
TN;47143;Rhea;31,809;816.823;54.463;871.286;+35.600587°;–84.949552°
TN;47145;Roane;54,181;934.230;88.756;1,022.986;+35.847472°;–84.523861°
TN;47147;Robertson;66,283;1,233.577;0.452;1,234.029;+36.527530°;–86.869377°
TN;47149;Rutherford;262,604;1,604.145;12.143;1,616.289;+35.843369°;–86.417213°
TN;47151;Scott;22,228;1,378.643;2.414;1,381.057;+36.437239°;–84.498386°
TN;47153;Sequatchie;14,112;688.568;0.481;689.049;+35.372335°;–85.410344°
TN;47155;Sevier;89,889;1,534.567;13.515;1,548.082;+35.791284°;–83.521955°
TN;47157;Shelby;927,644;1,976.612;56.576;2,033.189;+35.183794°;–89.895397°
TN;47159;Smith;19,166;814.004;28.706;842.711;+36.255650°;–85.942078°
TN;47161;Stewart;13,324;1,189.660;87.232;1,276.892;+36.511756°;–87.851548°
TN;47163;Sullivan;156,823;1,070.605;42.330;1,112.936;+36.510212°;–82.299397°
TN;47165;Sumner;160,645;1,371.268;35.658;1,406.926;+36.470015°;–86.458517°
TN;47167;Tipton;61,081;1,187.162;38.715;1,225.876;+35.500297°;–89.763708°
TN;47169;Trousdale;7,870;295.759;6.345;302.104;+36.393030°;–86.156691°
TN;47171;Unicoi;18,313;482.165;0.851;483.016;+36.100215°;–82.418245°
TN;47173;Union;19,109;578.990;61.093;640.083;+36.284140°;–83.836088°
TN;47175;Van Buren;5,548;708.142;2.893;711.036;+35.699245°;–85.458411°
TN;47177;Warren;39,839;1,120.636;3.508;1,124.144;+35.678282°;–85.777363°
TN;47179;Washington;122,979;845.540;8.633;854.173;+36.295665°;–82.495037°
TN;47181;Wayne;17,021;1,901.311;4.023;1,905.334;+35.242687°;–87.819703°
TN;47183;Weakley;35,021;1,503.135;3.680;1,506.815;+36.303523°;–88.720785°
TN;47185;White;25,841;975.579;7.128;982.707;+35.927062°;–85.455766°
TN;47187;Williamson;183,182;1,508.925;3.029;1,511.954;+35.894972°;–86.896958°
TN;47189;Wilson;113,993;1,478.433;32.037;1,510.471;+36.148476°;–86.290210°
TX;48001;Anderson;58,458;2,752.126;39.884;2,792.010;+31.841266°;–95.661744°
TX;48003;Andrews;14,786;3,886.830;0.957;3,887.787;+32.312258°;–102.640206°
TX;48005;Angelina;86,771;2,066.235;173.343;2,239.579;+31.251951°;–94.611056°
TX;48007;Aransas;23,158;652.869;714.621;1,367.490;+28.104225°;–96.977983°
TX;48009;Archer;9,054;2,339.044;57.778;2,396.821;+33.616305°;–98.687267°
TX;48011;Armstrong;1,901;2,354.582;12.220;2,366.802;+34.964179°;–101.356636°
TX;48013;Atascosa;44,911;3,158.605;4.996;3,163.601;+28.894296°;–98.528187°
TX;48015;Austin;28,417;1,674.449;25.577;1,700.026;+29.891901°;–96.270170°
TX;48017;Bailey;7,165;2,141.395;1.772;2,143.167;+34.067521°;–102.830345°
TX;48019;Bandera;20,485;2,048.579;17.288;2,065.867;+29.755748°;–99.260682°
TX;48021;Bastrop;74,171;2,300.299;19.155;2,319.454;+30.103128°;–97.311859°
TX;48023;Baylor;3,726;2,246.767;86.984;2,333.750;+33.618172°;–99.197228°
TX;48025;Bee;31,861;2,279.809;0.246;2,280.056;+28.416077°;–97.742586°
TX;48027;Bell;310,235;2,722.118;95.365;2,817.483;+31.042110°;–97.481921°
TX;48029;Bexar;1,714,773;3,211.120;42.128;3,253.247;+29.448671°;–98.520147°
TX;48031;Blanco;10,497;1,836.952;10.815;1,847.766;+30.265605°;–98.399977°
TX;48033;Borden;641;2,324.365;22.298;2,346.663;+32.744062°;–101.433033°
TX;48035;Bosque;18,212;2,545.902;50.672;2,596.574;+31.900764°;–97.637632°
TX;48037;Bowie;92,565;2,292.154;98.320;2,390.474;+33.446051°;–94.422375°
TX;48039;Brazoria;313,166;3,516.430;649.793;4,166.222;+29.167818°;–95.434647°
TX;48041;Brazos;194,851;1,516.296;15.003;1,531.299;+30.656725°;–96.302389°
TX;48043;Brewster;9,232;16,015.795;22.064;16,037.859;+29.808997°;–103.252458°
TX;48045;Briscoe;1,637;2,330.991;4.069;2,335.060;+34.525173°;–101.205893°
TX;48047;Brooks;7,223;2,443.302;0.742;2,444.044;+27.034994°;–98.215276°
TX;48049;Brown;38,106;2,446.071;32.429;2,478.500;+31.764103°;–98.998470°
TX;48051;Burleson;17,187;1,706.871;46.065;1,752.935;+30.493487°;–96.622091°
TX;48053;Burnet;42,750;2,575.117;69.941;2,645.057;+30.789616°;–98.201195°
TX;48055;Caldwell;38,066;1,412.208;4.934;1,417.142;+29.840422°;–97.631097°
TX;48057;Calhoun;21,381;1,312.711;1,361.908;2,674.618;+28.445366°;–96.583300°
TX;48059;Callahan;13,544;2,329.363;4.899;2,334.262;+32.293150°;–99.372249°
TX;48061;Cameron;406,220;2,307.478;998.532;3,306.010;+26.102923°;–97.478958°
TX;48063;Camp;12,401;507.188;19.184;526.372;+32.974581°;–94.979085°
TX;48065;Carson;6,182;2,383.360;10.064;2,393.424;+35.405496°;–101.355356°
TX;48067;Cass;30,464;2,426.724;60.500;2,487.223;+33.083698°;–94.357579°
TX;48069;Castro;8,062;2,316.573;12.585;2,329.158;+34.533621°;–102.258786°
TX;48071;Chambers;35,096;1,546.579;709.775;2,256.354;+29.703933°;–94.668875°
TX;48073;Cherokee;50,845;2,727.031;24.032;2,751.063;+31.843859°;–95.156504°
TX;48075;Childress;7,041;1,803.680;44.835;1,848.515;+34.529337°;–100.208336°
TX;48077;Clay;10,752;2,819.774;72.604;2,892.379;+33.785904°;–98.212918°
TX;48079;Cochran;3,127;2,007.630;0.229;2,007.859;+33.608440°;–102.830449°
TX;48081;Coke;3,320;2,360.696;42.790;2,403.485;+31.877105°;–100.635236°
TX;48083;Coleman;8,895;3,268.424;50.472;3,318.897;+31.914205°;–99.346622°
TX;48085;Collin;782,341;2,178.762;116.236;2,294.997;+33.193885°;–96.578153°
TX;48087;Collingsworth;3,057;2,378.751;2.279;2,381.030;+34.963358°;–100.272135°
TX;48089;Colorado;20,874;2,487.097;34.737;2,521.834;+29.595908°;–96.508389°
TX;48091;Comal;108,472;1,449.037;39.890;1,488.927;+29.803019°;–98.255201°
TX;48093;Comanche;13,974;2,428.771;25.718;2,454.489;+31.951645°;–98.549617°
TX;48095;Concho;4,087;2,548.028;25.624;2,573.653;+31.318865°;–99.863648°
TX;48097;Cooke;38,437;2,265.616;61.334;2,326.950;+33.639169°;–97.210372°
TX;48099;Coryell;75,388;2,724.839;12.146;2,736.985;+31.391177°;–97.798022°
TX;48101;Cottle;1,505;2,332.448;2.724;2,335.172;+34.091906°;–100.276442°
TX;48103;Crane;4,375;2,033.319;1.696;2,035.015;+31.422797°;–102.487774°
TX;48105;Crockett;3,719;7,270.944;0.053;7,270.997;+30.717532°;–101.404211°
TX;48107;Crosby;6,059;2,331.501;3.874;2,335.375;+33.609144°;–101.298710°
TX;48109;Culberson;2,398;9,875.100;0.556;9,875.656;+31.445909°;–104.526945°
TX;48111;Dallam;6,703;3,893.424;5.183;3,898.607;+36.286370°;–102.594020°
TX;48113;Dallas;2,368,139;2,256.603;96.696;2,353.299;+32.766987°;–96.778424°
TX;48115;Dawson;13,833;2,331.781;4.721;2,336.502;+32.741934°;–101.947322°
TX;48117;Deaf Smith;19,372;3,876.869;3.927;3,880.796;+34.940766°;–102.607564°
TX;48119;Delta;5,231;665.174;54.666;719.840;+33.385933°;–95.673350°
TX;48121;Denton;662,614;2,275.129;193.071;2,468.200;+33.205005°;–97.119046°
TX;48123;DeWitt;20,097;2,354.235;3.920;2,358.155;+29.082342°;–97.361656°
TX;48125;Dickens;2,444;2,335.455;9.058;2,344.513;+33.614666°;–100.786095°
TX;48127;Dimmit;9,996;3,441.794;14.577;3,456.371;+28.423587°;–99.765871°
TX;48129;Donley;3,677;2,400.623;15.954;2,416.577;+34.955036°;–100.815846°
TX;48131;Duval;11,782;4,645.094;5.478;4,650.573;+27.681123°;–98.497393°
TX;48133;Eastland;18,583;2,399.599;14.048;2,413.647;+32.324645°;–98.836560°
TX;48135;Ector;137,130;2,324.999;10.598;2,335.597;+31.865301°;–102.542507°
TX;48137;Edwards;2,002;5,485.226;5.200;5,490.426;+29.985877°;–100.307373°
TX;48139;Ellis;149,610;2,422.900;42.115;2,465.015;+32.347279°;–96.798336°
TX;48141;El Paso;800,647;2,622.863;5.871;2,628.734;+31.766403°;–106.241391°
TX;48143;Erath;37,890;2,805.142;17.445;2,822.587;+32.238136°;–98.222377°
TX;48145;Falls;17,866;1,982.591;21.648;2,004.239;+31.251930°;–96.934128°
TX;48147;Fannin;33,915;2,307.256;20.842;2,328.098;+33.591161°;–96.104988°
TX;48149;Fayette;24,554;2,460.510;25.382;2,485.892;+29.877886°;–96.921231°
TX;48151;Fisher;3,974;2,328.246;7.284;2,335.530;+32.740473°;–100.403120°
TX;48153;Floyd;6,446;2,569.637;0.984;2,570.621;+34.073731°;–101.303274°
TX;48155;Foard;1,336;1,824.379;8.515;1,832.893;+33.980404°;–99.777427°
TX;48157;Fort Bend;585,375;2,231.225;61.797;2,293.022;+29.526602°;–95.771015°
TX;48159;Franklin;10,605;736.569;26.876;763.445;+33.175846°;–95.219066°
TX;48161;Freestone;19,816;2,273.333;36.916;2,310.249;+31.701654°;–96.144237°
TX;48163;Frio;17,217;2,935.751;2.194;2,937.944;+28.869334°;–99.108788°
TX;48165;Gaines;17,526;3,891.133;1.263;3,892.396;+32.743942°;–102.631562°
TX;48167;Galveston;291,309;979.943;1,283.211;2,263.154;+29.228706°;–94.894865°
TX;48169;Garza;6,461;2,313.927;7.219;2,321.146;+33.183792°;–101.301134°
TX;48171;Gillespie;24,837;2,740.761;8.979;2,749.739;+30.326390°;–98.942106°
TX;48173;Glasscock;1,226;2,331.553;2.245;2,333.798;+31.868591°;–101.528971°
TX;48175;Goliad;7,210;2,206.707;19.050;2,225.756;+28.660700°;–97.430415°
TX;48177;Gonzales;19,807;2,762.708;8.201;2,770.909;+29.468704°;–97.477738°
TX;48179;Gray;22,535;2,398.262;8.701;2,406.962;+35.402542°;–100.812374°
TX;48181;Grayson;120,877;2,415.951;120.106;2,536.056;+33.624508°;–96.675699°
TX;48183;Gregg;121,730;707.851;6.373;714.224;+32.486397°;–94.816276°
TX;48185;Grimes;26,604;2,039.510;36.633;2,076.143;+30.543231°;–95.988082°
TX;48187;Guadalupe;131,533;1,842.258;9.104;1,851.362;+29.583208°;–97.949027°
TX;48189;Hale;36,273;2,602.116;0.247;2,602.362;+34.068436°;–101.822888°
TX;48191;Hall;3,353;2,288.234;53.366;2,341.600;+34.453189°;–100.576343°
TX;48193;Hamilton;8,517;2,165.008;1.239;2,166.246;+31.706982°;–98.111794°
TX;48195;Hansford;5,613;2,382.297;1.548;2,383.845;+36.272847°;–101.356930°
TX;48197;Hardeman;4,139;1,800.337;4.549;1,804.886;+34.289904°;–99.745697°
TX;48199;Hardin;54,635;2,306.559;18.091;2,324.650;+30.329612°;–94.393149°
TX;48201;Harris;4,092,459;4,411.987;191.672;4,603.659;+29.857273°;–95.393037°
TX;48203;Harrison;65,631;2,330.862;40.929;2,371.791;+32.547993°;–94.374425°
TX;48205;Hartley;6,062;3,786.648;3.024;3,789.672;+35.840244°;–102.610047°
TX;48207;Haskell;5,899;2,339.099;18.471;2,357.570;+33.175965°;–99.730773°
TX;48209;Hays;157,107;1,755.955;5.038;1,760.993;+30.061225°;–98.029267°
TX;48211;Hemphill;3,807;2,347.270;15.206;2,362.476;+35.816237°;–100.284807°
TX;48213;Henderson;78,532;2,262.997;193.170;2,456.167;+32.211633°;–95.853418°
TX;48215;Hidalgo;774,769;4,068.522;31.191;4,099.713;+26.396384°;–98.180990°
TX;48217;Hill;35,089;2,483.445;69.557;2,553.003;+31.982240°;–97.129886°
TX;48219;Hockley;22,935;2,352.724;0.446;2,353.170;+33.605932°;–102.343398°
TX;48221;Hood;51,182;1,089.456;41.925;1,131.381;+32.430149°;–97.831677°
TX;48223;Hopkins;35,161;1,986.972;66.297;2,053.269;+33.148959°;–95.565194°
TX;48225;Houston;23,732;3,188.040;14.674;3,202.714;+31.323036°;–95.421600°
TX;48227;Howard;35,012;2,333.038;8.842;2,341.880;+32.303583°;–101.438530°
TX;48229;Hudspeth;3,476;11,838.792;2.191;11,840.983;+31.450868°;–105.377549°
TX;48231;Hunt;86,129;2,176.414;108.015;2,284.429;+33.123438°;–96.083807°
TX;48233;Hutchinson;22,150;2,298.404;19.512;2,317.916;+35.837047°;–101.362746°
TX;48235;Irion;1,599;2,723.535;0.176;2,723.711;+31.303424°;–100.981304°
TX;48237;Jack;9,044;2,358.603;24.513;2,383.116;+33.232277°;–98.171902°
TX;48239;Jackson;14,075;2,148.225;71.061;2,219.287;+28.959802°;–96.589080°
TX;48241;Jasper;35,710;2,431.598;79.908;2,511.505;+30.752932°;–94.022294°
TX;48243;Jeff Davis;2,342;5,865.171;0.206;5,865.377;+30.617087°;–104.187860°
TX;48245;Jefferson;252,273;2,269.594;612.154;2,881.748;+29.854000°;–94.149331°
TX;48247;Jim Hogg;5,300;2,942.584;0.093;2,942.677;+27.041212°;–98.700127°
TX;48249;Jim Wells;40,838;2,240.251;8.740;2,248.991;+27.733516°;–98.090814°
TX;48251;Johnson;150,934;1,876.943;25.309;1,902.252;+32.379511°;–97.364823°
TX;48253;Jones;20,202;2,404.944;22.229;2,427.174;+32.743709°;–99.874430°
TX;48255;Karnes;14,824;1,936.160;15.519;1,951.680;+28.907618°;–97.860767°
TX;48257;Kaufman;103,350;2,022.001;69.830;2,091.831;+32.598944°;–96.288378°
TX;48259;Kendall;33,410;1,715.746;1.497;1,717.242;+29.944524°;–98.711094°
TX;48261;Kenedy;416;3,777.054;1,262.538;5,039.591;+26.890232°;–97.591233°
TX;48263;Kent;808;2,337.482;1.065;2,338.547;+33.184780°;–100.769720°
TX;48265;Kerr;49,625;2,857.581;10.250;2,867.831;+30.053928°;–99.351968°
TX;48267;Kimble;4,607;3,240.041;0.494;3,240.535;+30.479472°;–99.746396°
TX;48269;King;286;2,359.147;6.398;2,365.545;+33.614159°;–100.250548°
TX;48271;Kinney;3,598;3,522.526;13.125;3,535.651;+29.347087°;–100.417700°
TX;48273;Kleberg;32,061;2,282.578;541.041;2,823.619;+27.438735°;–97.660620°
TX;48275;Knox;3,719;2,203.097;12.578;2,215.675;+33.616657°;–99.747112°
TX;48277;Lamar;49,793;2,349.612;67.113;2,416.725;+33.667263°;–95.570348°
TX;48279;Lamb;13,977;2,631.898;3.974;2,635.871;+34.068862°;–102.348018°
TX;48281;Lampasas;19,677;1,846.247;2.833;1,849.080;+31.196731°;–98.240889°
TX;48283;La Salle;6,886;3,850.511;19.539;3,870.050;+28.351098°;–99.096774°
TX;48285;Lavaca;19,263;2,511.532;1.885;2,513.418;+29.382578°;–96.923633°
TX;48287;Lee;16,612;1,629.143;13.169;1,642.311;+30.321105°;–96.976365°
TX;48289;Leon;16,801;2,779.447;19.343;2,798.790;+31.300493°;–95.995622°
TX;48291;Liberty;75,643;3,000.285;46.412;3,046.697;+30.162189°;–94.822682°
TX;48293;Limestone;23,384;2,344.684;72.199;2,416.883;+31.547543°;–96.593623°
TX;48295;Lipscomb;3,302;2,414.333;0.299;2,414.632;+36.280200°;–100.272683°
TX;48297;Live Oak;11,531;2,692.801;101.484;2,794.285;+28.351535°;–98.126961°
TX;48299;Llano;19,301;2,419.138;82.419;2,501.557;+30.707585°;–98.684690°
TX;48301;Loving;82;1,732.508;20.152;1,752.660;+31.844936°;–103.561229°
TX;48303;Lubbock;278,831;2,319.591;13.212;2,332.803;+33.611469°;–101.819944°
TX;48305;Lynn;5,915;2,309.925;4.170;2,314.095;+33.178412°;–101.818493°
TX;48307;McCulloch;8,283;2,759.887;20.285;2,780.172;+31.205477°;–99.359856°
TX;48309;McLennan;234,906;2,686.080;59.906;2,745.986;+31.549493°;–97.201472°
TX;48311;McMullen;707;2,951.100;44.960;2,996.060;+28.384922°;–98.578853°
TX;48313;Madison;13,664;1,207.103;16.494;1,223.597;+30.966878°;–95.930372°
TX;48315;Marion;10,546;986.476;102.155;1,088.630;+32.797757°;–94.357673°
TX;48317;Martin;4,799;2,369.694;1.932;2,371.626;+32.309830°;–101.961836°
TX;48319;Mason;4,012;2,405.589;8.834;2,414.423;+30.703232°;–99.237608°
TX;48321;Matagorda;36,702;2,849.701;1,326.680;4,176.380;+28.783341°;–95.997755°
TX;48323;Maverick;54,258;3,313.264;32.426;3,345.690;+28.745217°;–100.311368°
TX;48325;Medina;46,006;3,432.656;23.769;3,456.426;+29.353661°;–99.111085°
TX;48327;Menard;2,242;2,336.246;0.614;2,336.860;+30.883707°;–99.854936°
TX;48329;Midland;136,872;2,331.765;4.534;2,336.299;+31.870896°;–102.024326°
TX;48331;Milam;24,757;2,633.837;12.539;2,646.376;+30.791242°;–96.984395°
TX;48333;Mills;4,936;1,937.987;3.903;1,941.890;+31.494889°;–98.594623°
TX;48335;Mitchell;9,403;2,359.712;12.490;2,372.202;+32.303781°;–100.924580°
TX;48337;Montague;19,719;2,411.035;19.087;2,430.122;+33.676289°;–97.724747°
TX;48339;Montgomery;455,746;2,698.081;91.023;2,789.103;+30.302364°;–95.503523°
TX;48341;Moore;21,904;2,330.189;25.718;2,355.907;+35.835676°;–101.890502°
TX;48343;Morris;12,934;652.637;17.394;670.031;+33.116466°;–94.731265°
TX;48345;Motley;1,210;2,562.955;0.643;2,563.598;+34.058383°;–100.793696°
TX;48347;Nacogdoches;64,524;2,451.520;89.746;2,541.266;+31.620560°;–94.620250°
TX;48349;Navarro;47,735;2,614.923;197.639;2,812.562;+32.048450°;–96.476908°
TX;48351;Newton;14,445;2,418.212;15.672;2,433.885;+30.786718°;–93.739250°
TX;48353;Nolan;15,216;2,362.062;5.053;2,367.114;+32.312338°;–100.418108°
TX;48355;Nueces;340,223;2,171.658;847.226;3,018.885;+27.739406°;–97.521643°
TX;48357;Ochiltree;10,223;2,376.642;1.332;2,377.974;+36.278744°;–100.815864°
TX;48359;Oldham;2,052;3,886.363;2.338;3,888.701;+35.401921°;–102.597620°
TX;48361;Orange;81,837;864.198;118.780;982.977;+30.120918°;–93.893358°
TX;48363;Palo Pinto;28,111;2,465.127;87.328;2,552.455;+32.752210°;–98.317974°
TX;48365;Panola;23,796;2,076.521;50.645;2,127.166;+32.163978°;–94.305156°
TX;48367;Parker;116,927;2,339.998;17.136;2,357.134;+32.777096°;–97.805905°
TX;48369;Parmer;10,269;2,281.204;11.344;2,292.549;+34.532163°;–102.784853°
TX;48371;Pecos;15,507;12,338.306;2.532;12,340.839;+30.770894°;–102.719860°
TX;48373;Polk;45,413;2,737.858;136.147;2,874.006;+30.784553°;–94.837338°
TX;48375;Potter;121,073;2,352.667;35.275;2,387.942;+35.398675°;–101.893804°
TX;48377;Presidio;7,818;9,985.017;1.773;9,986.790;+30.005891°;–104.261619°
TX;48379;Rains;10,914;594.278;76.082;670.360;+32.870580°;–95.795440°
TX;48381;Randall;120,725;2,360.887;28.192;2,389.079;+34.962529°;–101.895547°
TX;48383;Reagan;3,367;3,044.016;1.793;3,045.809;+31.372895°;–101.513901°
TX;48385;Real;3,309;1,810.906;2.346;1,813.252;+29.823030°;–99.805303°
TX;48387;Red River;12,860;2,684.724;52.208;2,736.932;+33.619626°;–95.048429°
TX;48389;Reeves;13,783;6,825.588;17.397;6,842.985;+31.308366°;–103.712706°
TX;48391;Refugio;7,383;1,995.441;123.799;2,119.240;+28.312496°;–97.160479°
TX;48393;Roberts;929;2,393.299;0.347;2,393.645;+35.836216°;–100.807555°
TX;48395;Robertson;16,622;2,216.209;25.046;2,241.255;+31.025481°;–96.514941°
TX;48397;Rockwall;78,337;329.021;56.154;385.175;+32.889216°;–96.407501°
TX;48399;Runnels;10,501;2,721.934;15.930;2,737.864;+31.833311°;–99.967856°
TX;48401;Rusk;53,330;2,393.218;37.244;2,430.462;+32.109423°;–94.756382°
TX;48403;Sabine;10,834;1,272.695;220.821;1,493.516;+31.343300°;–93.851913°
TX;48405;San Augustine;8,865;1,374.396;159.647;1,534.043;+31.382449°;–94.163180°
TX;48407;San Jacinto;26,384;1,474.332;151.949;1,626.281;+30.574218°;–95.162852°
TX;48409;San Patricio;64,804;1,796.029;37.539;1,833.568;+28.011782°;–97.517165°
TX;48411;San Saba;6,131;2,940.405;8.072;2,948.477;+31.155138°;–98.819292°
TX;48413;Schleicher;3,461;3,394.517;0.087;3,394.604;+30.896233°;–100.527216°
TX;48415;Scurry;16,921;2,345.088;5.440;2,350.528;+32.744462°;–100.913399°
TX;48417;Shackelford;3,378;2,367.990;3.268;2,371.258;+32.743788°;–99.347045°
TX;48419;Shelby;25,448;2,060.551;101.096;2,161.648;+31.790137°;–94.142565°
TX;48421;Sherman;3,034;2,390.651;0.429;2,391.079;+36.277628°;–101.894716°
TX;48423;Smith;209,714;2,386.556;73.212;2,459.768;+32.377093°;–95.269630°
TX;48425;Somervell;8,490;482.937;14.223;497.160;+32.217942°;–97.769211°
TX;48427;Starr;60,968;3,168.019;15.302;3,183.321;+26.546335°;–98.715803°
TX;48429;Stephens;9,630;2,322.493;64.134;2,386.627;+32.731531°;–98.840081°
